blue_wins,first_blood,dragons,heralds,towers_destroyed,wards_placed,wards_destroyed,experience,kills,assists,gold,minions,avg_level,elite_monsters,total_jungle_minions_killed
1,1,0,-1,1,1,1,400,3,4,2666,15,0.20000000000000018,-1,-9
1,1,1,1,0,7,2,5730,3,5,4520,48,1.8000000000000007,2,39
1,1,-1,0,0,1,-1,2071,4,3,1524,-3,0.5999999999999996,-1,4
0,1,-1,1,0,-5,2,-1278,-4,-11,-622,-7,-0.6000000000000005,0,-6
0,0,0,-1,-1,-38,0,-1774,-1,-3,-2025,4,-0.20000000000000018,-1,-22
0,0,-1,0,0,-4,4,-2192,-5,-4,-2276,-5,-0.39999999999999947,-1,10
1,0,-1,-1,0,-3,0,-79,0,2,908,26,0,-2,-16
1,1,0,0,0,-31,0,615,3,5,1606,16,0.39999999999999947,0,11
0,1,0,0,0,16,2,-455,-1,-3,726,12,0,0,-24
0,1,-1,0,0,-2,-5,-4231,-7,-8,-5048,-49,-1.1999999999999993,-1,-8
0,0,1,0,0,-20,4,758,0,-3,544,21,0.40000000000000036,1,13
0,0,-1,-1,0,-3,1,-6,-2,-3,-1313,-21,0,-2,7
0,0,1,1,0,7,0,-559,-1,-5,-33,8,-0.40000000000000036,2,5
0,0,-1,0,0,-42,0,-3304,-7,-11,-4405,-20,-0.7999999999999998,-1,-4
1,0,1,0,0,0,1,2199,5,9,3440,18,0.7999999999999998,1,5
0,1,0,0,0,-2,2,9,0,-3,-325,-45,0,0,1
1,1,-1,1,0,-23,0,-1027,-1,-1,-1314,-39,0.20000000000000018,0,8
0,0,-1,1,0,-45,-1,-1515,-5,-6,-1724,23,-0.40000000000000036,0,-3
1,0,1,0,0,0,3,2986,7,7,3854,31,0.8000000000000007,1,18
1,1,1,0,0,-73,1,-318,0,-1,234,-2,0,1,12
0,1,1,0,0,-8,2,-3846,-10,-4,-4202,-49,-0.7999999999999998,1,20
1,0,-1,1,0,21,2,-504,0,4,832,26,0.20000000000000018,0,-8
0,0,0,0,0,45,-4,-1542,-1,-2,-1207,-15,-0.5999999999999996,0,9
1,0,1,0,1,1,-1,1296,5,6,4453,41,0,1,1
1,1,1,0,0,-1,4,1039,4,7,1306,-9,0.20000000000000018,1,8
0,1,-1,0,0,24,1,-1027,-3,1,-1063,-15,-0.40000000000000036,-1,-18
1,1,-1,1,0,47,-2,2308,9,11,5148,24,0.40000000000000036,0,-15
1,1,1,0,1,-14,-2,1384,8,9,4217,45,0.20000000000000018,1,-16
1,1,1,1,0,7,0,4626,10,9,5372,64,0.7999999999999998,2,-8
0,1,-1,-1,0,23,-7,-1764,-2,2,-752,-4,-0.20000000000000018,-2,-16
1,1,-1,0,0,-3,1,1731,3,5,2161,24,0.5999999999999996,-1,-18
1,1,1,1,3,-4,4,5818,8,7,7761,78,1.5999999999999996,2,14
1,1,0,1,0,1,-4,3204,5,-2,2647,24,0.8000000000000007,1,20
1,0,1,1,0,72,2,1194,3,2,986,-26,0,2,4
1,0,-1,1,0,-3,-3,-1004,-3,-4,-2393,14,-0.20000000000000018,0,8
0,1,1,0,0,111,1,-1134,0,-2,-347,-21,-0.40000000000000036,1,1
1,0,-1,1,0,-4,-1,574,2,-2,-435,-35,0.20000000000000018,0,12
0,0,1,1,-1,-75,0,-2126,-4,-2,-4790,-40,-0.6000000000000005,2,-8
1,1,1,0,0,8,-1,3467,9,8,5525,26,0.7999999999999998,1,0
0,0,-1,0,0,-1,0,-1180,-1,2,17,48,-0.40000000000000036,-1,-17
0,0,-1,1,0,-75,3,4548,3,-2,2782,44,0.5999999999999996,0,22
0,0,-1,0,0,-1,-1,13,2,7,-58,-46,0,-1,-3
0,0,-1,0,0,73,-4,-1878,-5,-8,-2637,-35,-0.20000000000000018,-1,8
1,1,0,1,0,3,-2,2261,4,6,3206,43,0.5999999999999996,1,-4
1,0,1,0,0,1,-1,2978,12,16,4531,-11,0.6000000000000005,1,-4
0,1,1,0,-1,-2,1,-2549,0,-2,-2083,-37,-0.7999999999999998,1,12
1,0,-1,0,0,15,3,-825,-2,-5,-1327,-7,-0.40000000000000036,-1,10
1,1,1,0,0,-22,-1,-1714,0,5,359,-3,-0.20000000000000018,1,-9
1,1,-1,1,0,7,-1,-2782,-2,-3,-2272,3,-0.6000000000000005,0,-43
1,1,1,0,0,-1,1,-703,-2,-2,-680,-14,0.20000000000000018,1,13
0,1,1,0,0,2,1,-670,2,5,482,-23,-0.20000000000000018,1,-12
0,1,1,1,0,-2,-3,-4457,-5,-5,-3268,-21,-0.7999999999999998,2,-5
1,1,1,0,0,35,-3,967,2,1,1902,27,0.20000000000000018,1,-9
0,0,-1,0,0,3,1,-4019,-6,-11,-3784,-27,-1.2000000000000002,-1,-12
1,0,0,0,0,2,-2,2494,7,8,2474,0,0.6000000000000005,0,-15
0,1,-1,0,0,0,1,-3234,-9,-7,-3678,-28,-1,-1,0
0,1,-1,0,0,0,2,1833,6,9,2537,7,0.40000000000000036,-1,-5
1,1,1,0,0,0,0,1461,2,2,1490,-13,0.5999999999999996,1,17
0,0,1,-1,0,3,-2,-2835,-4,-6,-3840,-40,-0.7999999999999998,0,-20
1,1,1,0,0,-5,1,-673,6,10,1377,-47,-0.20000000000000018,1,-7
1,1,1,0,0,-28,6,4440,5,7,4957,64,0.7999999999999998,1,5
0,0,-1,-1,0,-72,0,-1106,-2,-1,-1337,0,-0.20000000000000018,-2,-20
1,0,-1,0,0,26,-3,-2427,-4,-3,-2871,-40,-0.8000000000000007,-1,-11
0,0,0,0,0,-24,0,-366,0,0,-1271,-34,-0.20000000000000018,0,-1
1,0,0,-1,0,-13,8,-19,-3,-2,-1163,-3,0,-1,17
0,1,0,-1,0,2,-1,-932,-2,-3,-833,-60,-0.20000000000000018,-1,-8
0,0,-1,0,0,-174,3,-2037,-7,-12,-2686,3,-0.6000000000000005,-1,1
1,1,1,0,0,-5,-4,865,3,3,486,-10,0.20000000000000018,1,7
1,1,0,0,0,0,3,473,2,1,1441,53,0.40000000000000036,0,13
0,0,-1,-1,0,-2,1,-1496,2,5,192,-6,-0.39999999999999947,-2,-14
0,0,-1,1,0,6,1,2960,6,5,3462,29,0.7999999999999998,0,8
0,1,-1,0,0,2,3,-255,-3,-8,-892,32,-0.20000000000000018,-1,11
1,1,1,1,0,7,1,1398,4,8,3290,0,0.20000000000000018,2,16
1,0,-1,0,0,23,0,140,1,2,254,29,0,-1,-16
0,0,-1,0,0,26,-1,-2149,-2,1,-1823,-41,-0.40000000000000036,-1,-13
1,1,-1,1,1,2,0,-1646,1,0,962,-46,-0.40000000000000036,0,-23
0,1,1,0,0,-1,0,-2136,-4,-3,-2478,-21,-0.40000000000000036,1,-10
1,0,0,0,0,23,2,727,-2,-4,-99,12,0.40000000000000036,0,9
1,1,0,0,0,-2,-2,-1611,-5,-8,-2003,-3,-0.20000000000000018,0,-7
0,1,-1,1,0,-2,1,-597,0,0,316,17,0,0,-5
0,1,0,0,0,-5,0,-1806,1,-2,-908,-27,-0.40000000000000036,0,-5
0,0,-1,0,0,-43,-1,-1582,-6,0,-1943,-2,-0.40000000000000036,-1,-6
1,0,-1,-1,0,-4,-4,-1988,-3,-2,-1548,2,-0.40000000000000036,-2,-15
0,0,-1,0,0,-3,5,-3591,-5,1,-1966,-6,-0.6000000000000005,-1,-17
1,0,1,0,0,4,3,282,1,0,-169,-14,0,1,-4
0,0,-1,0,0,74,-1,-1578,-7,-3,-1587,-52,-0.20000000000000018,-1,25
0,0,1,0,0,-24,10,-400,-1,-1,-355,9,-0.40000000000000036,1,-1
1,1,-1,0,0,0,0,-1720,1,3,-1576,-64,-0.20000000000000018,-1,-8
0,1,0,-1,0,-24,-2,-2053,2,7,482,-29,-0.7999999999999998,-1,-3
1,1,1,-1,0,4,1,181,1,1,938,19,0.20000000000000018,0,3
0,0,-1,0,0,2,-2,331,-3,-2,-360,16,0,-1,35
1,1,0,0,0,-1,0,-1497,-2,5,-1973,-19,-0.40000000000000036,0,-20
1,1,0,1,1,1,-4,1938,6,5,4864,38,0.20000000000000018,1,0
1,0,1,0,0,-5,2,965,5,9,2543,40,0.20000000000000018,1,-10
1,1,-1,1,0,3,-2,-1677,-4,-3,-2296,-47,0.20000000000000018,0,-3
0,1,-1,0,0,-3,-1,570,2,2,954,0,0.40000000000000036,-1,13
0,0,-1,1,1,-2,-1,-391,1,3,1063,-6,0.20000000000000018,0,-15
1,1,1,0,2,-1,6,5156,10,16,7404,56,1,1,-14
1,1,1,0,0,-20,-4,3850,5,4,3642,63,1,1,31
1,1,-1,0,0,6,-1,11,-1,1,-847,-28,0,-1,-1
1,0,-1,-1,0,-2,-3,-194,-1,-6,376,23,-0.20000000000000018,-2,24
0,1,1,1,0,3,1,116,-1,-6,-1469,-43,-0.20000000000000018,2,-2
0,1,-1,1,0,6,-3,-80,2,4,1295,-15,-0.40000000000000036,0,2
0,0,-1,0,0,33,2,-1229,-2,1,-1243,-49,-0.39999999999999947,-1,23
1,0,1,0,0,-2,-5,-2754,-7,-11,-3426,-8,-0.39999999999999947,1,0
1,1,0,0,0,7,-2,1940,6,2,2455,10,0.20000000000000018,0,21
1,0,0,0,0,-35,0,2119,5,8,1926,14,0.6000000000000005,0,-11
0,0,1,0,0,3,-3,-1866,-5,-3,-2865,-38,-0.20000000000000018,1,-4
0,1,1,0,0,-5,4,-1629,-1,1,-1154,2,-0.40000000000000036,1,-16
1,0,-1,0,0,2,-1,-720,-1,-3,-1860,-20,-0.1999999999999993,-1,-7
1,1,1,0,0,-1,-3,25,3,5,2331,33,-0.20000000000000018,1,12
1,0,0,-1,0,-2,-1,-877,0,1,-444,-18,0,-1,0
0,0,1,0,0,-7,-4,-357,-4,-10,-3014,-65,-0.1999999999999993,1,-1
1,1,0,0,0,-1,1,1719,6,8,4377,3,0.40000000000000036,0,8
1,1,0,0,0,-3,1,1411,5,7,2030,-16,0.40000000000000036,0,-13
1,0,-1,0,0,-1,2,1028,1,0,884,30,0.40000000000000036,-1,20
0,0,0,0,0,2,2,-1006,-5,-7,-1406,24,-0.20000000000000018,0,-18
0,0,-1,0,0,-10,0,-4262,-4,-6,-4259,-71,-0.8000000000000007,-1,-24
1,1,1,0,0,0,3,1938,4,7,3909,33,0.6000000000000005,1,16
1,1,1,0,0,5,0,625,2,7,2339,18,0.40000000000000036,1,5
0,0,-1,1,0,-62,2,-714,-3,-1,-1187,-17,-0.40000000000000036,0,7
1,1,-1,0,0,21,-1,-566,-2,2,-1314,-17,0,-1,-10
1,1,0,-1,-1,-13,1,1313,2,2,123,-26,0.20000000000000018,-1,18
0,0,-1,-1,0,-1,-1,-2587,-4,-3,-2964,-16,-0.6000000000000005,-2,-20
0,0,0,0,-1,-3,0,-2815,-9,-10,-7089,-41,-0.6000000000000005,0,5
0,1,0,0,0,7,-2,1730,5,8,2534,15,0.20000000000000018,0,-16
0,0,0,-1,-1,-11,0,-4723,-10,-10,-6966,-68,-1.1999999999999993,-1,2
0,0,0,0,0,-3,2,-582,-7,-5,-3283,18,-0.20000000000000018,0,-9
0,1,-1,0,0,0,-2,-2389,-7,-7,-3460,-19,-0.5999999999999996,-1,-2
0,1,0,1,0,1,-4,223,1,-3,10,-34,0.20000000000000018,1,-7
1,0,-1,1,0,0,0,2836,4,2,2207,23,0.6000000000000005,0,-7
0,0,-1,0,0,1,0,-1604,-6,-8,-2310,-16,-0.40000000000000036,-1,-12
0,1,1,1,0,-4,1,1433,3,5,1456,10,0.20000000000000018,2,-3
1,1,-1,1,1,-22,1,-1351,-1,-5,1446,6,0,0,-5
0,0,-1,0,0,9,0,-1835,-6,-14,-4561,-66,-0.7999999999999998,-1,0
0,1,1,0,0,6,-2,-1019,2,-1,-612,-3,0,1,-23
0,0,-1,0,0,25,-11,-338,-3,-7,-1979,34,-0.39999999999999947,-1,-23
1,1,0,0,0,-19,3,-24,4,7,1484,-13,-0.20000000000000018,0,-4
0,1,-1,0,0,-1,1,2304,5,5,3252,24,0.6000000000000005,-1,3
1,0,1,0,0,-6,2,753,-3,-6,-1051,0,0.20000000000000018,1,4
1,0,1,0,0,3,-1,-1345,-3,-12,-2018,40,-0.7999999999999998,1,-31
1,1,0,0,0,-27,0,1290,1,1,1462,42,0.1999999999999993,0,9
1,0,-1,-1,0,-2,2,-2179,-8,-13,-3401,-1,-0.6000000000000005,-2,4
1,0,-1,0,0,-15,0,-1076,-4,-6,-1645,-6,0.20000000000000018,-1,-3
0,1,-1,1,0,4,-5,1095,1,1,929,22,0.6000000000000005,0,-11
0,0,0,0,0,-2,2,-1150,-6,-9,-2450,-12,-0.40000000000000036,0,15
0,1,-1,0,0,0,-2,-1855,-2,0,-293,-2,-0.40000000000000036,-1,-16
1,1,0,0,0,-1,1,3714,9,8,4545,4,1.2000000000000002,0,8
1,1,1,1,0,17,-2,875,1,2,597,-5,0,2,11
1,1,0,0,0,0,-2,969,2,5,1975,1,0.40000000000000036,0,2
0,0,1,0,0,10,-3,1287,6,6,1693,-18,0.40000000000000036,1,13
0,0,-1,1,0,14,2,-93,0,0,-985,-44,0,0,1
1,1,1,1,1,6,0,6558,9,7,7427,102,1.8000000000000007,2,9
1,1,-1,0,0,1,1,1319,2,0,1018,2,0.40000000000000036,-1,25
0,0,1,0,0,1,-3,-1976,-3,-2,-1857,-8,-0.7999999999999998,1,-18
0,0,-1,0,0,-7,-2,-2574,-8,-4,-3438,-7,-0.6000000000000005,-1,0
0,1,0,0,0,5,1,578,1,1,1579,-2,0.20000000000000018,0,4
0,0,1,-1,-1,5,-1,-2267,-4,-1,-3071,-39,-0.40000000000000036,0,0
0,1,0,0,0,4,-2,-31,2,7,1042,-2,0,0,-9
1,1,0,0,0,-3,1,2897,5,7,1871,-49,0.8000000000000007,0,20
0,0,-1,0,0,-7,1,1078,-1,-4,-546,29,0.20000000000000018,-1,10
0,1,-1,0,0,6,-3,-1130,0,-1,-528,-9,-0.20000000000000018,-1,-6
0,0,0,-1,0,1,-1,-1378,-2,2,-1780,-39,-0.40000000000000036,-1,2
0,1,1,0,0,-3,5,-725,1,0,-387,13,0,1,0
0,0,-1,0,0,-5,0,-2457,-4,0,-2077,-38,-0.6000000000000005,-1,-24
0,0,0,0,0,-21,-2,-2943,-5,-4,-1690,-23,-0.6000000000000005,0,-4
1,1,1,1,0,-3,0,-741,-2,-2,-987,14,-0.6000000000000005,2,6
1,0,-1,0,0,-38,0,-1196,-8,-13,-2902,-6,-0.40000000000000036,-1,12
1,0,-1,-1,0,3,-1,-1079,-6,-9,-2923,-23,-0.39999999999999947,-2,-24
0,1,1,0,1,2,1,-413,1,1,1495,-23,0.20000000000000018,1,-1
0,0,-1,0,0,-5,-1,-3950,-8,-8,-4927,-25,-1.1999999999999993,-1,-28
1,0,0,0,0,-1,0,252,2,4,-18,-15,-0.20000000000000018,0,5
0,0,-1,-1,0,-1,-1,406,-4,-5,-1045,33,0.20000000000000018,-2,-4
0,1,1,0,0,42,0,-1548,-4,-4,-2212,-11,-0.20000000000000018,1,-20
1,1,0,0,1,3,-3,1994,1,-2,1323,-5,0.5999999999999996,0,-2
0,0,0,0,0,24,3,1427,-1,-3,-220,11,0.20000000000000018,0,-4
1,1,-1,0,0,21,-1,1397,3,3,2086,-2,0.40000000000000036,-1,4
1,1,0,0,0,8,-2,421,-1,-6,-828,5,-0.1999999999999993,0,14
1,1,0,0,0,7,-1,3892,7,6,4227,90,1,0,8
0,0,1,0,0,-2,-2,-691,3,6,1177,-36,0,1,10
0,0,1,1,1,12,4,342,-1,-5,263,15,-0.20000000000000018,2,0
0,0,-1,0,0,4,-5,-27,0,2,-816,-35,0,-1,-2
1,1,1,0,0,-1,-1,1914,1,0,1097,14,0.20000000000000018,1,31
1,1,-1,0,0,20,2,1295,2,2,1057,-17,0,-1,12
1,1,1,1,0,10,-2,-1102,4,4,145,-7,0,2,-23
1,0,0,1,0,6,-4,2227,5,7,3559,42,0.6000000000000005,1,-19
0,0,-1,0,0,18,-1,-267,-4,-4,-1726,-33,0,-1,8
1,0,1,0,0,-4,-1,895,-3,-3,-626,8,0,1,21
1,1,1,0,1,4,1,4484,7,5,6529,72,0.7999999999999998,1,-3
1,1,1,1,1,0,0,5454,6,5,7370,96,1.4000000000000004,2,21
1,1,1,-1,0,23,-7,-428,-1,0,-419,-10,-0.20000000000000018,0,17
0,0,-1,0,0,4,3,346,0,-2,-701,3,0,-1,0
1,1,1,0,0,4,0,1907,7,9,4279,-10,0.39999999999999947,1,11
1,1,1,-1,0,29,-1,851,2,3,-164,-39,0.20000000000000018,0,-3
0,1,1,0,0,-1,2,-1760,-1,5,-882,-63,-0.5999999999999996,1,32
0,0,-1,0,0,-29,1,-1969,-4,-4,-2283,-35,-0.40000000000000036,-1,-12
1,0,1,0,0,67,-2,-1292,0,0,-896,-8,-0.20000000000000018,1,-20
0,1,0,-1,0,-2,3,-3119,-4,-5,-3312,-36,-0.8000000000000007,-1,-12
0,0,0,-1,0,-21,2,-580,-3,-10,-505,23,-0.20000000000000018,-1,-15
0,0,1,0,0,-5,0,-3025,-4,-5,-3388,-57,-1,1,-16
1,1,-1,0,0,26,-2,170,3,3,1100,42,0,-1,-2
0,1,0,0,0,-4,-1,-1194,-3,-10,-1995,-33,-0.40000000000000036,0,7
1,0,-1,0,0,6,1,-16,-4,-7,-1391,25,0,-1,-20
0,1,0,0,0,-1,0,-730,-2,-4,-810,-8,-0.20000000000000018,0,0
0,0,-1,0,0,-1,-4,-1859,-3,-10,-1769,30,-0.40000000000000036,-1,-39
0,0,1,1,0,1,1,744,3,4,1165,1,0,2,-9
0,0,0,0,0,-84,-3,-35,-3,-10,-2564,-23,0,0,19
0,1,-1,1,1,3,0,-658,1,-8,479,-15,0,0,-14
0,1,-1,0,0,-56,1,-2048,-3,-3,-2118,-50,-0.6000000000000005,-1,15
0,1,0,0,0,-20,1,-900,-1,-2,-729,-10,-0.20000000000000018,0,0
0,1,-1,0,0,-24,-2,-3695,-9,-5,-3719,-45,-1,-1,-4
1,0,0,1,0,0,0,-301,0,-4,-52,42,-0.20000000000000018,1,-3
1,0,1,-1,0,6,-2,-172,-1,-1,9,38,-0.20000000000000018,0,-24
1,1,1,0,0,18,0,-69,1,2,523,-28,-0.20000000000000018,1,3
1,0,1,0,0,19,0,1681,0,3,673,1,0.40000000000000036,1,21
1,0,0,0,0,-32,0,328,0,-1,926,37,0,0,-3
0,1,-1,0,0,9,-1,-1684,1,2,-400,-11,-0.40000000000000036,-1,-46
1,1,-1,0,0,18,1,1420,3,5,1783,19,0.20000000000000018,-1,-7
1,0,0,0,0,42,-4,-1746,-1,-2,-1752,-18,-0.7999999999999998,0,-26
1,0,1,0,0,6,-2,2881,6,8,3517,26,0.40000000000000036,1,7
1,0,-1,0,0,-46,21,410,0,-1,-680,-25,0,-1,-10
1,1,1,1,0,-23,13,2386,6,3,3021,23,0.40000000000000036,2,20
1,1,1,1,0,-1,0,333,-1,-6,-73,0,0.20000000000000018,2,11
0,1,1,0,0,0,0,-50,4,8,1577,-8,0.20000000000000018,1,0
0,0,0,-1,0,-2,-2,-2156,-3,-5,-2116,-11,-0.20000000000000018,-1,-21
1,1,-1,0,0,-19,1,1454,6,5,2575,-13,0.40000000000000036,-1,-1
0,1,0,0,0,5,-2,1688,3,2,1886,0,0.40000000000000036,0,12
0,0,-1,0,0,3,-8,-3268,-9,-14,-4659,-38,-0.7999999999999998,-1,15
1,0,-1,0,0,-7,1,-406,-2,-8,-862,47,-0.20000000000000018,-1,-12
0,0,0,-1,0,-8,1,-1748,0,2,-360,-12,-0.20000000000000018,-1,-9
1,1,1,1,0,1,-2,-1107,-1,2,460,7,-0.20000000000000018,2,4
1,1,1,0,0,-3,0,1220,3,9,1790,4,0.20000000000000018,1,32
1,0,1,-1,0,14,-2,-1177,-3,-4,-1970,14,-0.20000000000000018,0,-29
1,0,-1,1,0,-1,4,103,1,4,1073,-14,0,0,1
1,1,-1,0,0,31,-5,-2004,-4,1,-1725,-28,-0.20000000000000018,-1,0
1,1,-1,-1,0,0,1,1143,6,5,2936,-8,0.20000000000000018,-2,-24
1,0,-1,-1,0,19,2,-731,-3,-4,-2054,3,-0.20000000000000018,-2,2
0,0,-1,-1,0,-2,1,-851,-3,-3,-2084,-66,0.20000000000000018,-2,28
1,0,0,0,0,15,1,1166,1,-3,-394,-9,0.40000000000000036,0,19
0,0,-1,0,0,0,-2,-1822,-8,-8,-3366,1,-0.39999999999999947,-1,3
1,1,1,1,0,45,-1,2338,7,8,4237,10,0.6000000000000005,2,-11
1,0,0,0,0,-44,-2,-2405,-6,-8,-3455,-27,-0.40000000000000036,0,4
1,1,0,0,0,-5,0,3447,12,14,5578,18,1.2000000000000002,0,-9
0,1,0,0,0,86,1,-423,0,1,-130,-2,-0.20000000000000018,0,-15
0,0,-1,0,0,5,-3,-1771,-2,-1,-2491,-59,-0.6000000000000005,-1,-3
0,1,-1,1,0,4,3,-2686,-5,-7,-2406,21,-0.40000000000000036,0,-24
1,1,1,-1,0,-2,0,-2542,-2,-1,-2546,-59,-1,0,-15
0,1,-1,0,0,-22,0,-1307,1,3,237,-24,-0.5999999999999996,-1,-8
1,0,-1,-1,-1,-8,2,1075,5,0,411,3,0.5999999999999996,-2,12
1,1,-1,0,0,-2,0,-1490,-4,-5,-1702,2,-0.1999999999999993,-1,2
1,0,1,0,0,1,3,1383,4,7,2170,19,0.39999999999999947,1,-1
0,1,0,0,0,-18,-1,-2639,0,3,-2064,-49,-0.5999999999999996,0,-5
0,0,1,0,0,1,5,-784,-1,1,-733,24,0,1,-12
1,1,1,-1,0,-3,2,-208,-1,-3,683,56,0.40000000000000036,0,0
1,0,-1,0,0,4,-1,630,-2,-3,-946,-19,0.20000000000000018,-1,11
0,1,0,0,0,3,-3,858,1,-1,512,-13,0.20000000000000018,0,4
1,0,0,0,0,-10,-1,765,5,0,686,-19,0.5999999999999996,0,-17
0,0,-1,1,0,0,-3,-1624,-2,-8,-1611,-8,-0.6000000000000005,0,-11
1,0,0,0,0,23,-8,376,3,-4,811,10,0,0,-6
1,1,1,1,1,-7,0,3213,6,3,5263,76,0.40000000000000036,2,6
0,0,-1,0,0,-2,-2,1420,-1,-3,-249,28,0.20000000000000018,-1,0
1,0,1,0,0,7,0,1294,5,8,2819,15,0.40000000000000036,1,-5
1,1,0,0,0,29,0,435,0,2,87,-25,0.20000000000000018,0,1
0,0,1,-1,0,103,2,-3318,-7,-7,-3839,-13,-0.8000000000000007,0,-7
1,1,0,0,0,-2,2,1346,5,7,2824,15,0.40000000000000036,0,4
0,0,1,0,0,9,2,-1280,-2,-1,-2159,-41,-0.6000000000000005,1,13
1,0,0,0,0,26,-11,1163,0,-1,326,31,0.20000000000000018,0,-16
0,0,-1,0,0,7,-3,-4080,-6,-4,-4775,-66,-1,-1,-2
0,0,-1,0,0,2,1,-3107,-8,-4,-3811,4,-0.7999999999999998,-1,-24
0,1,1,0,0,25,0,1396,2,-1,896,-40,0.6000000000000005,1,18
1,0,-1,-1,0,-2,0,-1528,-1,-3,-1218,-42,-0.40000000000000036,-2,-19
0,0,-1,0,0,2,-2,-2151,-7,-15,-3089,-24,-0.40000000000000036,-1,4
0,0,-1,-1,0,-3,0,-1357,-4,-8,-1277,22,-0.40000000000000036,-2,-11
1,1,1,0,0,13,2,4694,11,17,5885,69,1.2000000000000002,1,-9
1,1,0,1,2,-32,9,5411,11,15,8977,96,1.4000000000000004,1,-12
1,0,0,0,0,1,2,522,-2,-1,-1050,2,0.20000000000000018,0,2
0,1,-1,-1,-1,4,-1,332,0,-2,-1599,-11,0,-2,4
1,0,0,0,0,-1,0,313,-3,-1,-758,28,0,0,5
0,0,0,-1,0,4,0,-729,-2,-2,-1413,-12,-0.20000000000000018,-1,-8
1,1,1,1,0,-2,0,480,1,-3,1011,39,0.20000000000000018,2,-12
0,1,-1,0,0,3,0,1015,3,-3,428,-15,0.40000000000000036,-1,-7
1,1,0,0,0,18,1,1437,4,5,3206,70,0.6000000000000005,0,-7
1,1,1,0,0,0,-1,1653,4,8,2135,-8,0.40000000000000036,1,25
0,0,-1,0,0,-108,0,73,-4,-2,-1302,18,0.20000000000000018,-1,0
1,0,-1,0,0,-4,-1,275,0,-2,565,28,0.20000000000000018,-1,-5
1,1,-1,0,0,22,-4,3140,3,1,1958,-22,1,-1,32
0,1,0,0,0,0,1,2902,8,4,4257,32,0.7999999999999998,0,-7
1,1,1,0,0,-2,-1,-648,1,6,1674,-2,-0.40000000000000036,1,8
1,0,1,0,0,19,0,-1753,-2,3,-928,-28,-0.40000000000000036,1,-4
0,1,0,0,0,3,-1,144,1,2,-75,11,-0.39999999999999947,0,4
0,0,0,-1,0,0,0,-2777,-7,-4,-4046,-12,-0.6000000000000005,-1,-13
0,0,0,-1,0,-27,4,-3792,-7,-4,-4138,-34,-0.6000000000000005,-1,-13
0,0,-1,0,-1,4,1,-1199,-2,-7,-3535,-48,-0.40000000000000036,-1,13
0,0,-1,0,-1,-5,1,-2129,-7,-9,-4719,-23,-0.40000000000000036,-1,0
1,0,1,1,1,0,1,5188,10,8,5900,47,1.2000000000000002,2,-2
0,1,1,0,0,-2,1,1992,4,5,1818,-7,0.40000000000000036,1,12
1,0,-1,-1,-1,-5,-1,-1353,-3,-5,-3461,-15,-0.5999999999999996,-2,-10
1,1,1,0,0,-7,-2,-2096,-3,-6,-1521,0,-0.40000000000000036,1,-10
1,1,1,0,0,-5,3,1043,2,7,1328,11,0.40000000000000036,1,-18
1,0,-1,0,0,-3,-2,-276,3,8,911,-1,-0.20000000000000018,-1,-16
1,1,-1,1,0,0,-2,1390,4,4,2111,5,0.40000000000000036,0,-16
1,0,0,0,0,29,2,2197,0,0,935,22,0.40000000000000036,0,13
0,0,-1,-1,0,-24,-1,-2816,-6,-9,-3032,-1,-0.6000000000000005,-2,-12
1,1,1,0,0,5,-1,-1057,1,5,-425,-62,0,1,7
1,0,0,0,0,-17,4,2052,2,-1,2365,29,0.20000000000000018,0,12
1,0,1,-1,0,74,2,3364,3,1,3140,32,0.8000000000000007,0,7
1,0,0,0,0,-14,1,-1837,0,3,-779,-20,-0.6000000000000005,0,-28
1,1,1,0,0,-23,-1,1316,3,-4,1690,38,0.40000000000000036,1,20
1,0,1,1,0,21,1,522,4,5,1433,-27,0,2,17
1,0,1,-1,1,-7,2,1525,3,14,3466,31,0.40000000000000036,0,11
1,1,1,1,0,-1,-3,136,6,11,1947,-7,0.20000000000000018,2,-7
1,1,1,1,1,0,-1,4865,11,7,6624,61,1,2,-3
1,1,1,0,0,-19,3,2757,6,5,2659,-7,1.2000000000000002,1,18
1,1,1,0,1,0,7,4789,8,10,6275,34,1.2000000000000002,1,12
1,1,1,1,0,-1,0,2756,3,-1,1369,-8,0.6000000000000005,2,20
1,1,-1,1,0,-2,0,-308,2,4,422,-17,-0.20000000000000018,0,-24
0,0,-1,0,0,-4,-1,-42,-3,-4,-2281,-28,0,-1,8
1,1,1,1,0,16,2,1514,4,3,1722,21,0.39999999999999947,2,3
0,0,1,0,0,-2,3,-1648,0,2,-1595,-67,-0.6000000000000005,1,7
1,0,1,0,0,-2,5,-251,-2,-1,-730,9,-0.20000000000000018,1,-12
1,1,-1,1,0,-32,2,-674,-1,-8,-1168,-17,-0.40000000000000036,0,-2
1,1,0,0,0,-1,2,1928,5,12,2546,-3,0.40000000000000036,0,-10
0,0,-1,-1,0,19,-3,-833,-1,3,-839,-11,0,-2,-44
0,0,-1,-1,0,1,-2,-1330,-5,-10,-2317,7,-0.20000000000000018,-2,4
0,1,0,1,0,-66,0,-178,1,3,-904,-41,-0.20000000000000018,1,-3
0,0,-1,0,0,-26,-2,568,-3,-4,-673,25,-0.20000000000000018,-1,-6
1,1,1,0,0,-5,17,2813,5,6,4444,30,1,1,20
